,conv01-DRTAG-llm-selection.json,conv02-DRTAG-llm-selection.json,conv03-DRTAG-llm-selection.json,conv04-DRTAG-llm-selection.json,conv05-DRTAG-llm-selection.json,conv06-DRTAG-llm-selection.json,conv07-DRTAG-llm-selection.json,conv08-DRTAG-llm-selection.json,conv09-DRTAG-llm-selection.json,conv10-DRTAG-llm-selection.json,conv01-IAAG-llm-selection.json,conv02-IAAG-llm-selection.json,conv03-IAAG-llm-selection.json,conv04-IAAG-llm-selection.json,conv05-IAAG-llm-selection.json,conv06-IAAG-llm-selection.json,conv07-IAAG-llm-selection.json,conv08-IAAG-llm-selection.json,conv09-IAAG-llm-selection.json,conv10-IAAG-llm-selection.json,conv01-DRTAG-random-selection.json,conv02-DRTAG-random-selection.json,conv03-DRTAG-random-selection.json,conv04-DRTAG-random-selection.json,conv05-DRTAG-random-selection.json,conv06-DRTAG-random-selection.json,conv07-DRTAG-random-selection.json,conv08-DRTAG-random-selection.json,conv09-DRTAG-random-selection.json,conv10-DRTAG-random-selection.json,conv01-IAAG-random-selection.json,conv02-IAAG-random-selection.json,conv03-IAAG-random-selection.json,conv04-IAAG-random-selection.json,conv05-IAAG-random-selection.json,conv06-IAAG-random-selection.json,conv07-IAAG-random-selection.json,conv08-IAAG-random-selection.json,conv09-IAAG-random-selection.json,conv10-IAAG-random-selection.json,conv01-DRTAG-round-robin-selection.json,conv02-DRTAG-round-robin-selection.json,conv03-DRTAG-round-robin-selection.json,conv04-DRTAG-round-robin-selection.json,conv05-DRTAG-round-robin-selection.json,conv06-DRTAG-round-robin-selection.json,conv07-DRTAG-round-robin-selection.json,conv08-DRTAG-round-robin-selection.json,conv09-DRTAG-round-robin-selection.json,conv10-DRTAG-round-robin-selection.json,conv01-IAAG-round-robin-selection.json,conv02-IAAG-round-robin-selection.json,conv03-IAAG-round-robin-selection.json,conv04-IAAG-round-robin-selection.json,conv05-IAAG-round-robin-selection.json,conv06-IAAG-round-robin-selection.json,conv07-IAAG-round-robin-selection.json,conv08-IAAG-round-robin-selection.json,conv09-IAAG-round-robin-selection.json,conv10-IAAG-round-robin-selection.json,conv01-autogen-round-robin-selection.json,conv02-autogen-round-robin-selection.json,conv03-autogen-round-robin-selection.json,conv04-autogen-round-robin-selection.json,conv05-autogen-round-robin-selection.json,conv06-autogen-round-robin-selection.json,conv07-autogen-round-robin-selection.json,conv08-autogen-round-robin-selection.json,conv09-autogen-round-robin-selection.json,conv10-autogen-round-robin-selection.json,conv01-autogen-random-selection.json,conv02-autogen-random-selection.json,conv03-autogen-random-selection.json,conv04-autogen-random-selection.json,conv05-autogen-random-selection.json,conv06-autogen-random-selection.json,conv07-autogen-random-selection.json,conv08-autogen-random-selection.json,conv09-autogen-random-selection.json,conv10-autogen-random-selection.json,conv01-autogen-llm-selection.json,conv02-autogen-llm-selection.json,conv03-autogen-llm-selection.json,conv04-autogen-llm-selection.json,conv05-autogen-llm-selection.json,conv06-autogen-llm-selection.json,conv07-autogen-llm-selection.json,conv08-autogen-llm-selection.json,conv09-autogen-llm-selection.json,conv10-autogen-llm-selection.json
endocrine disorder,0.0,0.0,0.1106707269936473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274980132804332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22609138971599715,0.0,0.0,0.0,0.0,0.0,0.050540132178603266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
endometriosis,0.0,0.0,0.0,0.0800059432917789,0.0,0.0,0.0,0.0,0.0,0.1050862832148624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09045028362392657,0.0,0.020122209068710532,0.1799226726668393,0.0987600291066503,0.0,0.0424975140513229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08312181035271844,0.0,0.0,0.0,0.0,0.0,0.0,0.07870004949073188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflammatory bowel,0.0,0.026962568795074048,0.0,0.03136033593695663,0.0,0.0,0.0,0.0,0.0,0.08238240831598041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10157681289169453,0.0,0.0,0.0,0.0,0.0,0.0,0.05665743118554708,0.0,0.0,0.015774808976054676,0.028210081528215466,0.0,0.0,0.0,0.3961511539086691,0.0,0.0,0.1549094973162261,0.0,0.14003391120716702,0.0,0.0,0.0,0.024935866629149515,0.0,0.0,0.03258167817411518,0.0,0.0,0.034245645871060305,0.0,0.0,0.0,0.04113127748161634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16061989144042915,0.0,0.2642072878650973,0.0,0.1447280051824401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16521137216449047,0.11899486807650773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinical examination,0.0,0.0,0.0337086988739517,0.08890048024849356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10627403428754481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02765758017843797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029149801908217345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23417112554951067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blood test,0.10418089491359744,0.2070234777780464,0.0702317629453553,0.018522332997448307,0.0,0.0858394427624475,0.057483614383355086,0.04489205951277083,0.0,0.06487661794728534,0.0,0.0,0.29458316650863065,0.054166429460722795,0.12450105798602434,0.0678158527283519,0.0,0.0,0.0,0.0,0.1331266387315698,0.25872506676776447,0.07979627496544998,0.0,0.0,0.029120211164072693,0.13385415377033838,0.0,0.13129808930500902,0.1211218352497564,0.19994040561345336,0.022864128222072122,0.22733137610436097,0.0,0.031197130051032432,0.021713130930262628,0.08067403819995318,0.036597634662161274,0.043667029361928886,0.0827081297703078,0.1721734082845375,0.0,0.03416336181013681,0.044183559724636834,0.0,0.12207419582992528,0.03848738699546091,0.0,0.04174011328617201,0.06067944467925488,0.42173303079107605,0.14452556304570394,0.3053568783446711,0.12146668639909958,0.10196211531423592,0.021522916321783797,0.0,0.0,0.0,0.1404583101353609,0.1043141677824395,0.0706312519897575,0.3426905928275324,0.0,0.12561338074080344,0.0,0.0,0.0,0.08689199702066747,0.08548059916942742,0.4776402398463856,0.0,0.0,0.0,0.0,0.0,0.0,0.1521191569266636,0.04608146207270647,0.34537186245651325,0.19515735139749413,0.07028185463099988,0.0,0.0,0.0,0.1431001145067442,0.0,0.0,0.0,0.0
stool test,0.2500152543368208,0.0,0.0337086988739517,0.04445024012424678,0.0,0.0,0.0,0.0,0.0,0.03892302938570334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2503350850526865,0.16950219562802496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ct,0.21507013304182926,0.15341755201707366,0.14498584037838153,0.07647468617561935,0.1160647081867771,0.2362749317325042,0.11866867340126676,0.12356636943770641,0.046250862245382975,0.1116089380303249,0.10091847737398897,0.24378641219304226,0.36488095556544575,0.07454713713859663,0.12850945044727177,0.18666460846111904,0.13874508006841033,0.42132101567519525,0.12208624784050379,0.16513545229506865,0.14798294793662736,0.21364391072719316,0.0,0.023339041678555324,0.14401458439139228,0.10019251761495247,0.08059547721627397,0.15850640687925321,0.23089498384760962,0.11540439825159575,0.14905050108809292,0.05506725860308196,0.18436821658782412,0.14894653689717957,0.09660462577370905,0.16435612812307868,0.06344486954733977,0.06295986548473498,0.07512152957763465,0.31302689642060993,0.23695552405413686,0.19691954580078866,0.08619911285964603,0.14188557643540545,0.06805468623228825,0.18480653236776035,0.09269519799971904,0.07321537586350478,0.028722642237117686,0.11134766014137645,0.2321658665358802,0.09945243830603061,0.0,0.1504528623544865,0.09822852841257271,0.10367401612452551,0.20953421269636413,0.049710902392214006,0.12545919527554067,0.16108939633155467,0.287127013856982,0.14581054208592198,0.23581582609340543,0.32492335173840925,0.25931517031183154,0.19584222273897153,0.2618079301395766,0.21476353086494443,0.1793790826523807,0.2352872069440511,0.2465090888667482,0.22631628838166382,0.28004882964075817,0.4026358662434672,0.3729889437862101,0.5390465787765772,0.4676905970900627,0.2616945533820583,0.44394079041529544,0.3456885662904755,0.20144056913678868,0.0967261661456049,0.3320045429003472,0.2592454009508134,0.3598051309518466,0.29541463135626794,0.12907621007146428,0.3081726145073791,0.1643114299664131,0.4172790963596234
urinalysis,0.16658793652317616,0.33103587758099706,0.2021443188684324,0.0,0.0,0.0,0.0,0.0,0.0,0.0259348461188687,0.11725338612816999,0.0,0.0,0.0,0.1990804010854884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05959290363729269,0.02664248855030459,0.0,0.3115789118555291,0.0,0.04988501514559704,0.06943971214933195,0.0,0.0,0.03491235279526881,0.06612621576899295,0.06882742952551639,0.0,0.07283746158852354,0.047100433970356154,0.0,0.21471976453253774,0.06154232392666785,0.0,0.0,0.06468533081727866,0.0,0.0,0.0,0.2524968715080653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5479710917475672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1560308178078133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ultrasound,0.21039450713110303,0.17152257550525088,0.2080229761678848,0.09974950141989807,0.11354146077327675,0.23113831337811508,0.1547850876923355,0.09066002689958481,0.04524536823815194,0.1637738386279024,0.1727678909322866,0.2682973059872486,0.39660937947151187,0.0729264819548855,0.041905218088842455,0.2282581485196225,0.13572876124171637,0.11776042697359568,0.1492901151510234,0.24231810993999403,0.16544662606873692,0.18577714746459276,0.05371649621611702,0.022831650780245197,0.14088370651086435,0.07841146537152109,0.0788433310850096,0.14096406972340125,0.19641332660062275,0.2195190394052191,0.19067480153468033,0.13082737621635815,0.24594552342918796,0.26492443334770144,0.07350345384830964,0.11693310906660852,0.13188935266341112,0.4311378235669541,0.05879070967923587,0.3340600253662831,0.2607796233211723,0.19263851375950783,0.09965698795915852,0.17845840697130225,0.049931382726045546,0.18900651173018676,0.1813600077401525,0.07162367317745873,0.028098211832165702,0.10892696137910572,0.25550840169241207,0.0972903417338481,0.20555723443567805,0.1390052375926469,0.08236546255577791,0.08693155065141701,0.20497893772530992,0.04863018709258934,0.12273171165950976,0.15758731194271686,0.28088487094912395,0.14264062007494066,0.32955598385458745,0.3178595162308884,0.16911843802680154,0.19158461170715774,0.1920871681913778,0.21009457048728064,0.17547938037931496,0.23017206173215857,0.24114997987828293,0.16604712824260415,0.18264037766523966,0.3938825602303561,0.36488016203527296,0.5800604734102355,0.4927170778490198,0.2560053123090029,0.43428951511669167,0.3381732949009554,0.19706125002257108,0.14193500811845203,0.32478676225685,0.16907293631032527,0.3519829653666163,0.28899231559702504,0.12627009253327917,0.2411783520977245,0.1607392985481003,0.3265659571526652
surgery,0.14983009885180706,0.01145136438878175,0.1010053906080034,0.39957465132288206,0.3234291336482087,0.24690385324772082,0.16534270765403325,0.3550938918331345,0.5799777075297886,0.24492239178517536,0.2109166702097747,0.15922077539748455,0.42366141118937306,0.447928850600314,0.1342904990449879,0.14629634243066553,0.14498658252428304,0.2515853192396841,0.255156692242775,0.34512827222498427,0.2798247972673262,0.08682129819478233,0.11476080884115054,0.5853349854043839,0.35115065437485166,0.5234985887908042,0.5053265803474842,0.20328162601840113,0.010490516794497062,0.060297955439285504,0.0,0.3452668864325196,0.07005894324910737,0.08489833960068574,0.3028512695382344,0.3122722795155092,0.5469664378810102,0.2105348480149506,0.3611041463495786,0.0,0.12380753114243914,0.5144451241768904,0.1801536282797613,0.18004014580148558,0.2489065364949063,0.2545674408273368,0.11070300371023252,0.28053299481300703,0.4952432378868573,0.5817833939774116,0.09097872754630935,0.0,0.18298161139735794,0.15722104404003232,0.3079421331676672,0.41787449817049405,0.4379203847197022,0.46752450347373997,0.0,0.43767377346345904,0.30004353645549237,0.4063196990745387,0.14081376831963258,0.04850573679818254,0.3161439937807033,0.27286968373828785,0.34198182964377344,0.3366371302204414,0.37489704366145693,0.18440377145093126,0.2575983979997144,0.47299443275190284,0.24387244776246353,0.1529994910471416,0.2165377774206094,0.24409484793164948,0.33835143052754274,0.10938679466363847,0.36450200517317166,0.3838169725238474,0.21050245303465184,0.2526935777328557,0.1156466329807245,0.0,0.1253303691578077,0.3087039757150138,0.0,0.19322152907894508,0.3434060896251174,0.1744202248041442
antibiotic,0.0,0.01671933229658343,0.3391830050613267,0.2722490701930298,0.1770810548072529,0.0,0.24140526650193536,0.0,0.035282695317586835,0.20433941149989182,0.0,0.04649341269758377,0.0,0.0,0.19606811918470726,0.14239800486244472,0.14112314593966555,0.27549153165305434,0.18626817645778665,0.1889615749825431,0.0,0.0,0.04188854778561475,0.03560860302149852,0.10986222646860226,0.36687527804572795,0.10539883194308627,0.2528272569730833,0.015316466256362389,0.19563734834788452,0.0,0.036007136724917545,0.18752825486374367,0.04131803288589207,0.049130205895545606,0.27355608454898606,0.13309787549522512,0.1344818712822277,0.04584545949983207,0.0,0.2711440118023686,0.0751105168559359,0.2630296507370975,0.13916327450112392,0.1297896213549778,0.23069546586547898,0.24244451260425628,0.29788109727331064,0.19720086653789787,0.10617763043667833,0.0,0.0,0.10686343605007548,0.1657842306480992,0.06422923789129756,0.1129831823880482,0.15984419373531258,0.22753322267956722,0.0,0.14746539581049936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032963775611604476,0.204893224483661,0.07378802650742672,0.08442376035470198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pain management,0.093728805839441,0.0,0.25274266566154024,0.14997649417256478,0.35407169006743544,0.07722748466232607,0.20686597234378623,0.12116460892262745,0.2116421247009766,0.23347113430514596,0.06597128274588653,0.0,0.0,0.09746421844716237,0.05600516054529499,0.12202427131161477,0.06046590703684776,0.15738354122287043,0.19952209410132665,0.21590095091021919,0.13819676398969893,0.21725024981197408,0.0,0.3966802759923739,0.3451931309641126,0.05239737325091179,0.255903241663349,0.0847775544959082,0.026250095790414707,0.16764634375704762,0.044970278554298845,0.13370664878477023,0.03652215153159797,0.053109622495771495,0.11226894327318228,0.15627785380932252,0.176266458140593,0.06585185501194618,0.0,0.14882064975567183,0.19362484802515811,0.06436400633588893,0.3176040557980005,0.2120041833855955,0.20019572024840365,0.18670579317201197,0.1385043515303555,0.19144610137301007,0.18776240006195563,0.2547612544797004,0.15176883781571968,0.0,0.09157384561997389,0.2294887915610392,0.3118909362264069,0.19363600655341592,0.13697432968099263,0.12998578982188183,0.0,0.12636664035312456,0.0938487079276091,0.12709015236306176,0.3523539382672359,0.0,0.05650552428089136,0.0,0.0,0.14039278026055452,0.07817443999214922,0.0,0.0,0.1479449179112817,0.0,0.0,0.054183578472665764,0.0,0.0,0.0,0.0,0.056494902475230604,0.0,0.06323073258497253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091115837900424
manage pain,0.0,0.045958695319749325,0.14188061223547968,0.026727425999463584,0.0,0.24772984640591128,0.0,0.0,0.048493163943271834,0.0,0.05290556792474446,0.0,0.0,0.039080639443910124,0.0,0.0,0.0,0.2524269737933076,0.0,0.08657071643881091,0.0,0.17422350104010612,0.0,0.0,0.0,0.08403998449695602,0.024143671521497836,0.12086618382199131,0.0,0.026888745095763885,0.024042563447022304,0.04948884909761636,0.0,0.0,0.04501695250536098,0.0,0.0498905692394811,0.0,0.0,0.0,0.0,0.1032332301989195,0.03286478453871958,0.0,0.0,0.10569065039283672,0.027768337497647056,0.102353269468589,0.060230306258886424,0.0875594541776543,0.0,0.0,0.0,0.05258233732077753,0.0,0.0,0.07323090089362605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12924528878053398,0.0,0.0
pain relief,0.0,0.11719151666525239,0.0689115841853405,0.0681531006840714,0.13791351776639876,0.21056469816048962,0.14100767109243553,0.0,0.08243615839353718,0.13924991130656292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10727857445417067,0.16320216709565916,0.0,0.025120037702883544,0.0,0.048935192295370904,0.08319762457007235,0.12834365148569066,0.0,0.3078235210754701,0.11557517541370675,0.0,0.10284667995058928,0.0,0.0701073146395341,0.0,0.0,0.019131689527762622,0.0,0.04240584170771791,0.06733067266074833,0.05355775015108933,0.0,0.05279280797381352,0.0,0.02793431448371449,0.14451007008236166,0.030324661105250138,0.0898346332556498,0.02360245117187114,0.0,0.1535831443991923,0.0,0.051725690122769515,0.0,0.0,0.08938756590823421,0.025011371630594408,0.07919377560566766,0.062244589283042294,0.0,0.2236147304408929,0.05742418777428512,0.0,0.0,0.060044442873307506,0.0,0.0,0.0,0.2333193258448359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0738671529717567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
physical examination,0.0,0.0,0.06445675189091706,0.04249820068543601,0.0,0.0,0.1318921423410641,0.051500849126810876,0.0,0.055820577442159784,0.0,0.05080349649606667,0.33795026065452155,0.09321081974200165,0.0,0.07779937115104542,0.0,0.10034348416959968,0.05088395377402401,0.0,0.0,0.0,0.0,0.0,0.0,0.033407146341217525,0.03838987703583781,0.07206916412732109,0.01673635026210216,0.05344338458191977,0.0,0.05246014688392789,0.0,0.022574171448720884,0.0,0.02490963195377636,0.0,0.0,0.07514321403582384,0.047442008220290814,0.0,0.08207349511485966,0.013064241659841757,0.03379203164153683,0.0,0.04201360870907639,0.0,0.08137390010496909,0.02394244439014442,0.0,0.0,0.0,0.17515501284797483,0.11147873469060306,0.0,0.024691414880215794,0.11644149805578198,0.0,0.0,0.0,0.11967078978018278,0.0,0.0,0.15477006837290722,0.07205278439052702,0.0,0.0,0.17902127012953362,0.2990514365429581,0.1961292704711714,0.2739780508647037,0.0,0.0,0.06102304400845985,0.0,0.0,0.0,0.0,0.05286534971901165,0.0,0.0,0.08062840580245349,0.09225010521948138,0.0,0.0,0.0,0.0,0.1027538570371966,0.0,0.2782663649752736
pysical exam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medical history,0.11499171368232426,0.0,0.03100787637777566,0.04088877935897345,0.12411281384050304,0.0,0.06344867100707892,0.09910098887869401,0.0,0.035804422115297455,0.08093724003873307,0.048879550790109846,0.0,0.02989363142305037,0.0,0.0,0.0,0.0,0.14687088337068915,0.0,0.05651582625071732,0.0,0.044038354687551386,0.037436110170605955,0.07700038875780597,0.03214200633739057,0.01846801966223513,0.03466994017463828,0.01610253898057641,0.0,0.2758601984425507,0.07571019489578158,0.0,0.0,0.017217223222711707,0.0,0.03816238192498732,0.0,0.0,0.0,0.09501989441339209,0.07896534391681509,0.07541696628647723,0.04876847385055613,0.05458027725617534,0.08084507809143002,0.021240605532489118,0.11743836421213973,0.023035735871015334,0.04465075440652992,0.0,0.0,0.0,0.053628498530100085,0.02250853840405714,0.07126902778102823,0.16804772833110207,0.07973689940941725,0.0,0.0,0.11513881623493928,0.0779606348416021,0.0,0.0,0.1386482418373812,0.10471111207119495,0.0,0.0,0.19181750456209323,0.0,0.39540361322335615,0.0,0.0,0.0,0.0,0.0,0.25967820298717487,0.0,0.050863320929641354,0.0,0.0,0.0,0.0,0.0,0.1923772864910021,0.0,0.0,0.0,0.0,0.0
nephrology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03892302938570334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06707779358384654,0.07997011896648996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186685671775881,0.0292955931542859,0.13854412351338774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
endoscopic evaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12514211673488174,0.0,0.0,0.0,0.0,0.0,0.0,0.0916254111831125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04817828653922124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2611597335051863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2663433898982043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laparoscopy,0.2122146199644732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03408231470438619,0.0,0.0,0.01897869326841702,0.16969792953237425,0.02328691016471935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13918031418831153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024742546811396614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17699744411859886,0.0,0.0,0.0,0.0,0.0,0.0,0.053188958987611855,0.0,0.0,0.0,0.12791205597186922,0.0,0.0,0.0,0.2558033673118818,0.0,0.0,0.0,0.0,0.0,0.0
laparoscopic,0.0,0.03427956930981729,0.0,0.01993539297944157,0.06051141062374871,0.0,0.0,0.048316853398913326,0.07233994624435681,0.017456506074780102,0.0,0.14298784198539266,0.0,0.11659752124545766,0.06699959226652394,0.0,0.0,0.0,0.09547619414207678,0.0,0.0,0.03712841055431621,0.0,0.0,0.0,0.2820760041146419,0.10804936766240142,0.0,0.0,0.0601671519231418,0.0,0.0,0.008738370669732284,0.021178542703327325,0.0,0.0,0.17365724447088904,0.019694825409108226,0.0,0.0,0.0,0.0,0.0,0.04755430249864347,0.05322141150148775,0.0,0.02071178572947755,0.03817151433938965,0.044924446692589035,0.06530865067709767,0.0,0.0,0.0,0.026146664435956656,0.0,0.11582444689810587,0.1092426025298713,0.0,0.0,0.05039126928849351,0.11227224606926237,0.07601967663791376,0.05269061361389141,0.07260077096690595,0.20279454879326864,0.2042083134962067,0.10237199196504662,0.16795343398780893,0.1870418923592518,0.27600562037116316,0.0,0.176988139690155,0.3650151279797641,0.0,0.0,0.08431107797518891,0.0,0.0,0.39677595931924636,0.3041346417643586,0.0,0.07564362392070087,0.0865468217611118,0.13515999095959685,0.0,0.15401715423689,0.0,0.0,0.25699585767809724,0.13053139307716272
allergies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anesthetic,0.15798965147992786,0.0,0.0639036078146189,0.08426699359673344,0.1705213321459382,0.1301749582446738,0.0,0.0,0.0509635450314226,0.024596242591284987,0.0,0.0,0.0,0.0,0.09440252349726652,0.0,0.0,0.0,0.20178914578478085,0.0,0.062118672078358486,0.0,0.0,0.0,0.0,0.0,0.05074723902317981,0.01587793180806387,0.0,0.0,0.0,0.017336651082683726,0.0,0.0,0.09462049079198875,0.0,0.0,0.0,0.0,0.0,0.0,0.10849222752585116,0.03453901108095094,0.02233469392453474,0.03749452332366824,0.037024945254804355,0.1750976183155924,0.10756743906786266,0.0,0.0,0.0,0.0,0.0,0.018420344216212657,0.06184995464288277,0.35903299318588466,0.0,0.0,0.0,0.21300411638956823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
