,conv01-DRTAG-llm-selection.json,conv02-DRTAG-llm-selection.json,conv03-DRTAG-llm-selection.json,conv04-DRTAG-llm-selection.json,conv05-DRTAG-llm-selection.json,conv06-DRTAG-llm-selection.json,conv07-DRTAG-llm-selection.json,conv08-DRTAG-llm-selection.json,conv09-DRTAG-llm-selection.json,conv10-DRTAG-llm-selection.json,conv01-IAAG-llm-selection.json,conv02-IAAG-llm-selection.json,conv03-IAAG-llm-selection.json,conv04-IAAG-llm-selection.json,conv05-IAAG-llm-selection.json,conv06-IAAG-llm-selection.json,conv07-IAAG-llm-selection.json,conv08-IAAG-llm-selection.json,conv09-IAAG-llm-selection.json,conv10-IAAG-llm-selection.json,conv01-DRTAG-random-selection.json,conv02-DRTAG-random-selection.json,conv03-DRTAG-random-selection.json,conv04-DRTAG-random-selection.json,conv05-DRTAG-random-selection.json,conv06-DRTAG-random-selection.json,conv07-DRTAG-random-selection.json,conv08-DRTAG-random-selection.json,conv09-DRTAG-random-selection.json,conv10-DRTAG-random-selection.json,conv01-IAAG-random-selection.json,conv02-IAAG-random-selection.json,conv03-IAAG-random-selection.json,conv04-IAAG-random-selection.json,conv05-IAAG-random-selection.json,conv06-IAAG-random-selection.json,conv07-IAAG-random-selection.json,conv08-IAAG-random-selection.json,conv09-IAAG-random-selection.json,conv10-IAAG-random-selection.json,conv01-DRTAG-round-robin-selection.json,conv02-DRTAG-round-robin-selection.json,conv03-DRTAG-round-robin-selection.json,conv04-DRTAG-round-robin-selection.json,conv05-DRTAG-round-robin-selection.json,conv06-DRTAG-round-robin-selection.json,conv07-DRTAG-round-robin-selection.json,conv08-DRTAG-round-robin-selection.json,conv09-DRTAG-round-robin-selection.json,conv10-DRTAG-round-robin-selection.json,conv01-IAAG-round-robin-selection.json,conv02-IAAG-round-robin-selection.json,conv03-IAAG-round-robin-selection.json,conv04-IAAG-round-robin-selection.json,conv05-IAAG-round-robin-selection.json,conv06-IAAG-round-robin-selection.json,conv07-IAAG-round-robin-selection.json,conv08-IAAG-round-robin-selection.json,conv09-IAAG-round-robin-selection.json,conv10-IAAG-round-robin-selection.json,conv01-autogen-llm-selection.json,conv02-autogen-llm-selection.json,conv03-autogen-llm-selection.json,conv04-autogen-llm-selection.json,conv05-autogen-llm-selection.json,conv06-autogen-llm-selection.json,conv07-autogen-llm-selection.json,conv08-autogen-llm-selection.json,conv09-autogen-llm-selection.json,conv10-autogen-llm-selection.json,conv01-autogen-random-selection.json,conv02-autogen-random-selection.json,conv03-autogen-random-selection.json,conv04-autogen-random-selection.json,conv05-autogen-random-selection.json,conv06-autogen-random-selection.json,conv07-autogen-random-selection.json,conv08-autogen-random-selection.json,conv09-autogen-random-selection.json,conv10-autogen-random-selection.json,conv01-autogen-round-robin-selection.json,conv02-autogen-round-robin-selection.json,conv03-autogen-round-robin-selection.json,conv04-autogen-round-robin-selection.json,conv05-autogen-round-robin-selection.json,conv06-autogen-round-robin-selection.json,conv07-autogen-round-robin-selection.json,conv08-autogen-round-robin-selection.json,conv09-autogen-round-robin-selection.json,conv10-autogen-round-robin-selection.json
endometriosis,0.0,0.0,0.0,0.07461248164452365,0.0,0.0,0.0,0.0,0.0,0.09792435435320565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876725676278178,0.0,0.018638511457866467,0.17073772293160575,0.09250820435270768,0.0,0.03923511657674191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07975870356014235,0.0,0.0,0.0,0.0,0.0,0.0,0.07368164112532627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflammatory bowel,0.0,0.02795167170542849,0.0,0.03259143871420329,0.0,0.0,0.0,0.0,0.0,0.08554857104835822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034731562832563,0.0,0.0,0.0,0.0,0.0,0.0,0.05591912421441721,0.0,0.0,0.016282956698776854,0.029831941843936643,0.0,0.0,0.0,0.40768625718096546,0.0,0.0,0.15491680498564087,0.0,0.1409607446603895,0.0,0.0,0.0,0.02548567096898239,0.0,0.0,0.034839357192128446,0.0,0.0,0.033682995501471524,0.0,0.0,0.0,0.04291311834462122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinical examination,0.0,0.0,0.033476816118027455,0.08649237798884594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10417473285556245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551500409165845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284711092772772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blood test,0.1083843913151277,0.22385505188697383,0.07771155554027427,0.0200779465173543,0.0,0.09334289135089258,0.06242034385219452,0.04904783095345514,0.0,0.07026956370176962,0.0,0.0,0.29146831912042714,0.05790923529899837,0.13779212237643906,0.07509048701712,0.0,0.0,0.0,0.0,0.1474084525319115,0.27923610567236956,0.08900944869279638,0.0,0.0,0.029827107882345126,0.13779584204548445,0.0,0.14095689962828642,0.1304044407465669,0.2205355110967923,0.024893620188901375,0.24643145564943586,0.0,0.03348733364946564,0.023541426588739305,0.0829211150434369,0.03817458139748329,0.047561104251804695,0.0868388265137967,0.18465831896864038,0.0,0.036895579527627786,0.04710132097830217,0.0,0.12921839334507992,0.042925552108119484,0.0,0.044105741597031706,0.062251199293767934,0.4511669889604909,0.16527448093999175,0.33196485223570604,0.1321830715378505,0.1102923788543797,0.02312854315054522,0.0,0.0,0.0,0.1490676757531708,0.3280585645396444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stool test,0.24489522371869035,0.0,0.03511795111572792,0.04536624826247555,0.0,0.0,0.0,0.0,0.0,0.039693631884053726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ct,0.24879910712711822,0.1844643317898126,0.1783888380723054,0.09217886645577456,0.14053974292791147,0.28569461885267183,0.14328747551702206,0.15012071264346635,0.05295205930251394,0.13442129823826593,0.1223486572376981,0.29606335297960384,0.40144373192350646,0.08862140794741316,0.15815264818313224,0.2298294787888254,0.16523213954759214,0.49446995047199227,0.14990513141929443,0.19510314428341194,0.18220452118854985,0.25639741267520477,0.0,0.0266171784609824,0.171609975189355,0.11411479886950476,0.09225820186347485,0.19857521372614087,0.27563380802412274,0.1381600092162488,0.18281063470385972,0.06666792270095487,0.22223521146959227,0.1777322569785105,0.11530652999421427,0.19814644369539042,0.0725133384612405,0.07302559630127363,0.09098142983079449,0.3654579849595949,0.28259188938878066,0.22776538072635646,0.10351578657764775,0.168190200394896,0.08408232999258028,0.2175243289088272,0.11495947026281907,0.09071689722956326,0.03374861452333272,0.12702151103289616,0.2761773908747524,0.1264639148061182,0.0,0.18205774711776423,0.11815017232803249,0.12388169460653264,0.24342444756390524,0.05810116101638351,0.15769832139811077,0.19010478548146983,0.2510222396186041,0.2888164934429463,0.0,0.0,0.0,0.0,0.25300080597915964,0.19746037870091637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11255486690251076,0.0,0.0,0.0,0.0,0.2817568807050815,0.0,0.0,0.0,0.43550499351665184,0.0
urinalysis,0.15481386814076636,0.3197496066081363,0.19980264187121938,0.0,0.0,0.0,0.0,0.0,0.0,0.025092872777236687,0.11419616276467909,0.0,0.0,0.0,0.19681922097434856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05731286765484824,0.026250670661629654,0.0,0.3017119222036169,0.0,0.047832566969175996,0.06725210646167892,0.0,0.0,0.03396761486098059,0.06201932987895735,0.06594046498999105,0.0,0.07026777336550656,0.04485232364003086,0.0,0.20302996559324865,0.061313909533470504,0.0,0.0,0.05927882445144928,0.0,0.0,0.0,0.24544958980675546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ultrasound,0.24042829350678158,0.20372348951251804,0.25283422091015406,0.11877002730039547,0.1358113015444844,0.27608246053601454,0.1846221160370469,0.10880244058447176,0.05117049414999959,0.19484806669671806,0.20690644199371558,0.321865132444848,0.43104134415852524,0.0856397521960499,0.050943874297240684,0.2776211198103184,0.1596729256894183,0.13652387807418864,0.1810769909467372,0.2828083865303105,0.2012277414355879,0.22024084893540616,0.06581633386971997,0.025721646951368565,0.16583617988000637,0.08822033703536283,0.08915418665351686,0.17444925133742628,0.23161751685224863,0.2596059543471185,0.23101691609516617,0.1564604449746055,0.2928520045443721,0.3122772332620747,0.08666548860676282,0.13925805989263376,0.14890647780477037,0.4939806172391872,0.07033629715993676,0.3852678529722848,0.307219637251848,0.2201022440968057,0.11822083164656157,0.20896902381086221,0.06094004319676286,0.21976055800638622,0.22218334765656064,0.08766473901367415,0.03261314677434653,0.12274788880447453,0.3002461182634063,0.12220905283027007,0.24546505869467003,0.16615841355322722,0.09786430726048945,0.10261175236599607,0.23523446366597361,0.05614635500598724,0.15239258187232912,0.18370873468380197,0.2425766289945546,0.2790993000614811,0.21760159443464408,0.0,0.0,0.0,0.2444886267470837,0.1908168499254616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10876797303547879,0.0,0.0,0.0,0.0,0.27227720707657194,0.0,0.0,0.0,0.42085248461680597,0.0
surgery,0.17575634358751308,0.013961684439787798,0.1260172123543605,0.48837656748596336,0.39711961398830076,0.3027300349184057,0.20244190640033183,0.4374483289127433,0.6733138548857881,0.2991168170861085,0.25928814078845935,0.19607314784557406,0.4726456034731144,0.539957951163138,0.16758298388394796,0.1826503236701655,0.17508461158899302,0.299402419815828,0.31768736738029607,0.4134735328148844,0.3493629947819568,0.10565562511527275,0.14433789826342586,0.6769034206341502,0.4242997388031253,0.6045962150985917,0.5865562771283791,0.2582376569397191,0.012698665976147536,0.07319911131390759,0.0,0.4238592098426336,0.08563151496068129,0.10272550188024597,0.3665461042806992,0.3817482397479852,0.6339066377020905,0.2476159071613144,0.44346978982305896,0.0,0.1497211478569012,0.603366471666474,0.21937646435978345,0.21640885355395426,0.3118359869329699,0.303834163677689,0.1392163206058497,0.3524626228979707,0.5900561528007685,0.6729777869951242,0.10974199240995708,0.0,0.22429785906963473,0.19291349750815098,0.37558571391495876,0.5063214335463032,0.515878750583093,0.5540905851336332,0.0,0.5237449494253934,0.0,0.30603806083614987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31063751194223593,0.0,0.0,0.0,0.0,0.0,0.23476599655356128,0.0,0.3202438776048002
antibiotic,0.0,0.015944771163258313,0.33100776136728494,0.2602807634255978,0.17007210152881372,0.0,0.23119630624283827,0.0,0.03203957762494374,0.19520154688206426,0.0,0.04478458866679427,0.0,0.0,0.19138609960777547,0.1390623806354088,0.1333021612606551,0.25644665711419695,0.18140548857777308,0.17707589898705423,0.0,0.0,0.04120983338223486,0.03221038677969371,0.1038356429139475,0.33142642651730914,0.09569563301742037,0.25122573022151123,0.01450235635546309,0.18576922422340744,0.0,0.03457594520574603,0.1792897802947265,0.03910546818748275,0.04651216675454382,0.2615825483383068,0.12065755533320104,0.12371919086697104,0.044039935320947486,0.0,0.25648081195082534,0.06890673084465394,0.25053621129361414,0.13084257580101735,0.1271887427121986,0.2153731624715304,0.23848544749284004,0.2927459148485678,0.18378175128553662,0.09607075759617605,0.0,0.0,0.10246265200156453,0.15911603013463022,0.061276153792699344,0.10708114965382715,0.14728825632589734,0.21093079472307474,0.0,0.13803150498475883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22364848764153408,0.0,0.0,0.0,0.0,0.0,0.24820083606589388,0.0,0.0,0.0
pain management,0.09437749956998567,0.0,0.27067448405041633,0.15734883309613498,0.37317869732858894,0.08127986494583475,0.21741418311574176,0.1281276276560779,0.2109073928096732,0.24475353462159283,0.0696161683165096,0.0,0.0,0.1008508469386329,0.059992383647379945,0.1307725645764477,0.06267786230893983,0.1607728698187855,0.21323938276084745,0.22202668403833156,0.14810578346307474,0.22693948930311417,0.0,0.3937733070376839,0.3580344921917249,0.05194489404208224,0.2549745132983374,0.09244549910900624,0.0272756776396298,0.1746951099216721,0.04800873504743999,0.1408974521246014,0.03831861817624269,0.05516145711521432,0.11663859634228685,0.16399268941194775,0.1753548324950957,0.06648229501884927,0.0,0.1512326860448956,0.20099285293288224,0.06479904822541167,0.33198350014946154,0.21874268531038413,0.2152921328450744,0.1912823868312625,0.14951253502348172,0.2064710125723844,0.19202901626789723,0.252962548346268,0.1571444441028747,0.0,0.09635462671014339,0.2417112465576166,0.32653229823441227,0.20139561100624195,0.13850807762474324,0.13223782903781314,0.0,0.12980314170320958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439285980126055
manage pain,0.0,0.042754380792377554,0.13506434465839728,0.024925643017763868,0.0,0.23175991489440928,0.0,0.0,0.0429555334528821,0.0,0.0496255661074888,0.0,0.0,0.035945531711793946,0.0,0.0,0.0,0.22921240488872838,0.0,0.07913535140483857,0.0,0.1617727734972256,0.0,0.0,0.0,0.07405735867311516,0.02138322490542792,0.11715439963802046,0.0,0.02490612148217589,0.022815204307154637,0.04635604714695579,0.0,0.0,0.04157264406705477,0.0,0.04411796033639949,0.0,0.0,0.0,0.0,0.09238340831378147,0.030535859944451137,0.0,0.0,0.09625042703638617,0.026644831115139257,0.09812127586134421,0.05475480120096542,0.07728136787708692,0.0,0.0,0.0,0.04922935796192407,0.0,0.0,0.06582323166975962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47562722575675637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pain relief,0.0,0.11053566127941375,0.06651248976081883,0.06444187432307137,0.13100102441235686,0.19972795751089772,0.1335622627957894,0.0,0.07403714282725724,0.1315627435731011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0987662717373801,0.1571971105319528,0.0,0.02426256133368662,0.0,0.04761389734477427,0.07443184908507573,0.11997184255941813,0.0,0.2764171602304318,0.11358256273199878,0.0,0.09658710605493825,0.0,0.06658182325704462,0.0,0.0,0.017913406836603665,0.0,0.03802033717327893,0.06126228034889296,0.050883800960623386,0.0,0.04938971295944559,0.0,0.02631544346364956,0.13437839059712584,0.029390809143723395,0.08294748127728466,0.022962200772614946,0.0,0.14156112301948232,0.0,0.0482686254396591,0.0,0.0,0.08485055856003107,0.02359951704816431,0.07423302326733991,0.05672568366344729,0.0,0.22049252283595963,0.05316059598146155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584037657494776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42256564068125013
physical examination,0.0,0.0,0.06840794249722079,0.044185546192986425,0.0,0.0,0.13736847960419174,0.05396979213951151,0.0,0.05799084800993907,0.0,0.053218764216716063,0.3207172323911734,0.0955806606925451,0.0,0.08262583476554676,0.0,0.10158088295855132,0.053892288684772575,0.0,0.0,0.0,0.0,0.0,0.0,0.03282026506045836,0.0379059216703235,0.0778796027432697,0.017233550791556928,0.05518867559678012,0.0,0.05478340147069489,0.0,0.02323505421181873,0.0,0.02590381419450575,0.0,0.0,0.07850080810397331,0.047776561424665395,0.0,0.0818837723184307,0.013532686490339868,0.03455196629194749,0.0,0.04265564670568371,0.0,0.0869695149689089,0.02426588148627522,0.0,0.0,0.0,0.18263880098782048,0.11635813868351998,0.0,0.0254494978077459,0.11668446994298373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44589095950702357,0.0,0.363824569425088,0.28395536915915376,0.0,0.27785063873957405,0.0,0.0,0.0,0.0,0.0,0.3404555300091732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pysical exam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medical history,0.11436708435226313,0.0,0.03280045740822329,0.04237245188366876,0.1292056134756917,0.0,0.06586587463396863,0.10351042898123301,0.0,0.03707418117019642,0.08436119022449336,0.05103500398596526,0.0,0.030552879053218483,0.0,0.0,0.0,0.0,0.15504267385691706,0.0,0.0598250879272299,0.0,0.04696133365366166,0.036705868394187054,0.07888506005828638,0.031473529737746433,0.018175251643000472,0.037341959127827125,0.016526395272124458,0.0,0.29088602028200855,0.07880315768991861,0.0,0.0,0.017667897866794898,0.0,0.03749925629255443,0.0,0.0,0.0,0.09742562229477575,0.07852378213142301,0.07786434568411671,0.04970125941627759,0.05797599740912484,0.0818106595178968,0.02264749646719453,0.12510125728459504,0.023270163759007974,0.04379159566103932,0.0,0.0,0.0,0.05579176967855732,0.023276078119359313,0.07321563594205935,0.16784472008004508,0.08012320212463764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34720465758699837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nephrology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03627031431183767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062131857392586094,0.07588769004221557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11343784715934181,0.0266789289393507,0.13293863103334894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
endoscopic evaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13170049133700237,0.0,0.0,0.0,0.0,0.0,0.0,0.09118914412702157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051268988612634014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laparoscopy,0.2153927356750233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03423027871297102,0.0,0.0,0.019934866788441852,0.1826129608095359,0.02473559563458134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14664546642449852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02626879483567397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laparoscopic,0.0,0.042754380792377554,0.0,0.024925643017763868,0.07600534909398372,0.0,0.0,0.060890127587736424,0.0859110669057642,0.02180892924396442,0.0,0.18012839487175578,0.0,0.14378212684717578,0.08553059074160063,0.0,0.0,0.0,0.12160537233600055,0.0,0.0,0.04622079242777875,0.0,0.0,0.0,0.3332581140290182,0.12829934943256752,0.0,0.0,0.07471836444652766,0.0,0.0,0.010926100447282388,0.02621439437469771,0.0,0.0,0.20588381490319763,0.02369579945448579,0.0,0.0,0.0,0.0,0.0,0.05847364477017125,0.0682088928432115,0.0,0.026644831115139257,0.049060637930672106,0.05475480120096542,0.07728136787708692,0.0,0.0,0.0,0.032819571974616046,0.0,0.1435639370772174,0.13164646333951924,0.0,0.0,0.06168638258731186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allergies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anesthetic,0.14140765817044706,0.0,0.06083353303031761,0.078586280647247,0.1597545598679239,0.1217832153931735,0.0,0.0,0.04514381173469444,0.02291993875491597,0.0,0.0,0.0,0.0,0.08988776475634605,0.0,0.0,0.0,0.1917004490475777,0.0,0.059175946516735786,0.0,0.0,0.0,0.0,0.0,0.044945095628721586,0.015390322666319662,0.0,0.0,0.0,0.016239185788580347,0.0,0.0,0.0873809479812507,0.0,0.0,0.0,0.0,0.0,0.0,0.0970896845432363,0.03209144437704122,0.020484153408248884,0.035841824901598186,0.033717900103065974,0.16801317216334608,0.10311985554809448,0.0,0.0,0.0,0.0,0.0,0.017245747629469992,0.05755879354435693,0.33193049225454957,0.0,0.0,0.0,0.19448659240867353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anesthesia,0.11281711013422693,0.0,0.22649147574096778,0.5015783271445263,0.3823636147062191,0.38864176385556776,0.06497321912815364,0.5105379547164156,0.10804919152708702,0.1462869147675903,0.04160893732018448,0.0,0.0,0.6630537614288848,0.0,0.0,0.0,0.0,0.5098047954119739,0.06635164361213819,0.46031154732390345,0.0,0.0,0.36208407520861097,0.31126384165321924,0.0,0.17928929271379976,0.1473435102210336,0.0,0.020882728982800865,0.0,0.6218813442962428,0.0,0.02197966044479626,0.38342593235532346,0.0,0.049321390573977095,0.09933962588132307,0.0,0.0,0.19221049872130994,0.3098383150029649,0.14081664556370166,0.13074047168106118,0.5147124340628272,0.18830445741390645,0.2010650709430363,0.32908215158678816,0.2295479195356045,0.17279241833001208,0.18784754987272415,0.0,0.0,0.19262475659148293,0.1377637569528194,0.38519131667551676,0.44151995603664507,0.0,0.0,0.31032852957585266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pelvic exam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033713404692414954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07173412520485824,0.0,0.0,0.0,0.0,0.057751814184968935,0.0,0.14331929458100248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17718796899415046,0.0,0.02360197954750777,0.0,0.0,0.04959634594613691,0.04118899943674856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurological examination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08978169245403189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11796669517604733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
